path	top_level	audit_unit	status	evidence_refs	cross_refs	notes
docs/discovery/external-refs/coingecko.md	docs	docs/discovery	excluded	EV-0036		Frozen discovery archive; excluded from live-runtime truth target per X-0003.
docs/discovery/external-refs/coinmarketcap.md	docs	docs/discovery	excluded	EV-0036		Frozen discovery archive; excluded from live-runtime truth target per X-0003.
docs/discovery/external-refs/fx-feeds.md	docs	docs/discovery	excluded	EV-0036		Frozen discovery archive; excluded from live-runtime truth target per X-0003.
docs/discovery/infrastructure/README.md	docs	docs/discovery	excluded	EV-0036		Frozen discovery archive; excluded from live-runtime truth target per X-0003.
docs/discovery/notes/cap-67-unified-events.md	docs	docs/discovery	excluded	EV-0036		Frozen discovery archive; excluded from live-runtime truth target per X-0003.
docs/discovery/notes/getevents-v2-proposal.md	docs	docs/discovery	excluded	EV-0036		Frozen discovery archive; excluded from live-runtime truth target per X-0003.
docs/discovery/notes/link-log.md	docs	docs/discovery	excluded	EV-0036		Frozen discovery archive; excluded from live-runtime truth target per X-0003.
docs/discovery/notes/sep-41-token-events.md	docs	docs/discovery	excluded	EV-0036		Frozen discovery archive; excluded from live-runtime truth target per X-0003.
docs/discovery/notes/seps-reference.md	docs	docs/discovery	excluded	EV-0036		Frozen discovery archive; excluded from live-runtime truth target per X-0003.
docs/discovery/oracles/band.md	docs	docs/discovery	excluded	EV-0036		Frozen discovery archive; excluded from live-runtime truth target per X-0003.
docs/discovery/oracles/chainlink.md	docs	docs/discovery	excluded	EV-0036		Frozen discovery archive; excluded from live-runtime truth target per X-0003.
docs/discovery/oracles/dia.md	docs	docs/discovery	excluded	EV-0036		Frozen discovery archive; excluded from live-runtime truth target per X-0003.
docs/discovery/oracles/redstone.md	docs	docs/discovery	excluded	EV-0036		Frozen discovery archive; excluded from live-runtime truth target per X-0003.
docs/discovery/oracles/reflector.md	docs	docs/discovery	excluded	EV-0036		Frozen discovery archive; excluded from live-runtime truth target per X-0003.
docs/discovery/phase1-closure.md	docs	docs/discovery	excluded	EV-0036		Frozen discovery archive; excluded from live-runtime truth target per X-0003.
docs/discovery/proposal-corrections.md	docs	docs/discovery	excluded	EV-0036		Frozen discovery archive; excluded from live-runtime truth target per X-0003.
docs/discovery/protocol-versions.md	docs	docs/discovery	excluded	EV-0036		Frozen discovery archive; excluded from live-runtime truth target per X-0003.
docs/discovery/repo-structure-plan.md	docs	docs/discovery	excluded	EV-0036		Frozen discovery archive; excluded from live-runtime truth target per X-0003.
docs/discovery/rfp-requirements-matrix.md	docs	docs/discovery	excluded	EV-0036		Frozen discovery archive; excluded from live-runtime truth target per X-0003.
docs/freighter-rfp.md	docs	docs/freighter-rfp.md	done	EV-0044		Documentation surface covered in top-down architecture/docs-truth pass.
docs/getting-started.md	docs	docs/getting-started.md	done	EV-0023	XREF-0017	Quick-start and endpoint-family guidance still mix legacy historical query shapes with the live handlers.
docs/operations/alerts-catalog.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/archival-node-bringup.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/archive-completeness.md	docs	docs/operations	done	EV-0025	XREF-0018	Runbook describes a dual-archive daily verifier that the current CLI implementation does not yet provide.
docs/operations/galexie-backfill.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/hubble-event-counts.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/public-flip.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/r1-deployment-state.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/release-process.md	docs	docs/operations	done	EV-0009	XREF-0005	Release runbook assumes goreleaser-based automation as a live control.
docs/operations/runbooks/_template.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/aggregator-class-drop-spike.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/aggregator-outlier-storm.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/aggregator-silent.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/alertmanager-bad-config.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/all-ingestion-down.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/anomaly-freeze-engaged.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/api-5xx.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/api-down.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/api-latency.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/archive-completeness-stale.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/archive-divergence.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/archive-files-missing.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/archive-publish.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/archive-repair-source-degraded.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/backup-failed.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/bootstrap-archival-node.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/cagg-stale.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/compression-lag.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/core-lag.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/core-peers.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/cursor-stuck.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/db-disk-full.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/deadmansswitch.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/decode-errors.md	docs	docs/operations	done	EV-0029	XREF-0022	Runbook reviewed; it assumes a live decode-error signal that the current production ingest path never emits.
docs/operations/runbooks/first-archival-node-deployment.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/host-cpu-high.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/host-down.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/host-memory-high.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/ingestion-lag.md	docs	docs/operations	done	EV-0032	XREF-0025	Runbook reviewed; it assumes a live per-source lag gauge that the current dispatcher indexer does not emit.
docs/operations/runbooks/insert-errors.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/nvme-smart.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/nvme-thermal.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/oracle-stale.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/orphan-events.md	docs	docs/operations	done	EV-0029	XREF-0022	Runbook reviewed; it assumes a live orphan-events signal and debug-log workflow that the current ingest path does not wire.
docs/operations/runbooks/pg-conns-saturated.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/price-divergence.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/price-stale.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/redis-master-down.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/redis-memory.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/redis-replication.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/replica-lag.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/rpc-lag.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/scrape-failing.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/source-stopped.md	docs	docs/operations	done	EV-0032	XREF-0025	Runbook reviewed; it assumes a live `source_enabled`/per-source health model from the current indexer that no longer exists in the active ingest path.
docs/operations/runbooks/supply-cross-check-divergence.md	docs	docs/operations	done	EV-0027	XREF-0020	Runbook mitigation path claims `supply_basis=no_metadata` YAML override that is not implemented.
docs/operations/runbooks/timescale-primary-down.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/verify-archive-run-stale.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/verify-archive-unit-failed.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/runbooks/zfs-degraded.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/sep1-resolution.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/sev-playbook.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/wasm-audits/README.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/wasm-audits/aquarius.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/wasm-audits/band.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/wasm-audits/comet.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/wasm-audits/phoenix.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/wasm-audits/redstone.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/wasm-audits/reflector.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/operations/wasm-audits/soroswap.md	docs	docs/operations	done	EV-0041,EV-0025,EV-0029,EV-0032		Operations/control docs covered in observability and archive-control passes; specific drifts logged as findings.
docs/reference/api-design.md	docs	docs/reference	done	EV-0003,EV-0011,EV-0012,EV-0020,EV-0023	XREF-0002,XREF-0007,XREF-0008,XREF-0014,XREF-0017	Rate-limit/header/caching and historical-surface contract sections reviewed against runtime auth, middleware, and live handler shapes.
docs/reference/api/README.md	docs	docs/reference	done	EV-0037,EV-0041		Reference-doc surface covered through generated-doc and observability/docs-truth passes.
docs/reference/api/index.html	docs	docs/reference	excluded	EV-0037		Generated API render; OpenAPI spec is the audited source of truth per X-0004.
docs/reference/config/README.md	docs	docs/reference	done	EV-0003	XREF-0002	Generated config reference still describes auth validators as stubs.
docs/reference/metrics/README.md	docs	docs/reference	done	EV-0029,EV-0030,EV-0032	XREF-0022,XREF-0023,XREF-0025	Metrics reference reviewed against runtime emission sites; decode/orphan counters are documented as live, discovery-drop visibility is absent, and source-health gauges still describe legacy-orchestrator behavior as if it were the current indexer contract.
docs/stellar-rfp.md	docs	docs/stellar-rfp.md	done	EV-0044		Documentation surface covered in top-down architecture/docs-truth pass.
go.mod	(root)	go.mod	done	EV-0010	XREF-0006	Dependency posture comments reviewed against mutable tool-install workflow behavior.
go.sum	(root)	go.sum	done	EV-0043		Root governance/control surface covered by inventory/docs-truth pass.
internal/aggregate/anomaly/anomaly_test.go	internal	internal/aggregate/anomaly	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/aggregate/anomaly/class.go	internal	internal/aggregate/anomaly	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/anomaly/decision.go	internal	internal/aggregate/anomaly	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/anomaly/doc.go	internal	internal/aggregate/anomaly	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/anomaly/threshold.go	internal	internal/aggregate/anomaly	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/baseline/baseline.go	internal	internal/aggregate/baseline	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/baseline/baseline_test.go	internal	internal/aggregate/baseline	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/aggregate/baseline/doc.go	internal	internal/aggregate/baseline	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/baseline/multi.go	internal	internal/aggregate/baseline	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/baseline/multi_test.go	internal	internal/aggregate/baseline	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/aggregate/baseline/refresh.go	internal	internal/aggregate/baseline	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/baseline/refresh_test.go	internal	internal/aggregate/baseline	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/aggregate/confidence/doc.go	internal	internal/aggregate/confidence	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/confidence/factors.go	internal	internal/aggregate/confidence	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/confidence/factors_test.go	internal	internal/aggregate/confidence	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/aggregate/confidence/score.go	internal	internal/aggregate/confidence	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/confidence/score_test.go	internal	internal/aggregate/confidence	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/aggregate/doc.go	internal	internal/aggregate/doc.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/freeze/doc.go	internal	internal/aggregate/freeze	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/freeze/freeze.go	internal	internal/aggregate/freeze	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/freeze/freeze_test.go	internal	internal/aggregate/freeze	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/aggregate/ohlc.go	internal	internal/aggregate/ohlc.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/ohlc_test.go	internal	internal/aggregate/ohlc_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/aggregate/orchestrator/confidence.go	internal	internal/aggregate/orchestrator	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/orchestrator/confidence_test.go	internal	internal/aggregate/orchestrator	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/aggregate/orchestrator/orchestrator.go	internal	internal/aggregate/orchestrator	done	EV-0017	XREF-0013	Confirmed post-refresh triangulation pass is live in orchestrator ticks.
internal/aggregate/orchestrator/orchestrator_test.go	internal	internal/aggregate/orchestrator	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/aggregate/orchestrator/phase2_freeze.go	internal	internal/aggregate/orchestrator	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/orchestrator/phase2_freeze_test.go	internal	internal/aggregate/orchestrator	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/aggregate/orchestrator/triangulate.go	internal	internal/aggregate/orchestrator	done	EV-0017	XREF-0013	Triangulation chain execution writes implied prices into ordinary VWAP cache keys.
internal/aggregate/orchestrator/triangulate_test.go	internal	internal/aggregate/orchestrator	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/aggregate/outliers.go	internal	internal/aggregate/outliers.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/outliers_test.go	internal	internal/aggregate/outliers_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/aggregate/stablecoin.go	internal	internal/aggregate/stablecoin.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/stablecoin_test.go	internal	internal/aggregate/stablecoin_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/aggregate/triangulate.go	internal	internal/aggregate/triangulate.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/triangulate_test.go	internal	internal/aggregate/triangulate_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/aggregate/twap.go	internal	internal/aggregate/twap.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/twap_test.go	internal	internal/aggregate/twap_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/aggregate/vwap.go	internal	internal/aggregate/vwap.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/aggregate/vwap_test.go	internal	internal/aggregate/vwap_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/streaming/doc.go	internal	internal/api/streaming	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/streaming/event.go	internal	internal/api/streaming	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/streaming/handler.go	internal	internal/api/streaming	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/streaming/handler_test.go	internal	internal/api/streaming	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/streaming/hub.go	internal	internal/api/streaming	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/streaming/hub_test.go	internal	internal/api/streaming	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/streaming/ring.go	internal	internal/api/streaming	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/v1/account.go	internal	internal/api/v1	done	EV-0014,EV-0015	XREF-0010,XREF-0011	Account self-service handlers reviewed; `/usage` placeholder and `/keys` status mismatch logged.
internal/api/v1/account_test.go	internal	internal/api/v1	done	EV-0014,EV-0015	XREF-0010,XREF-0011	Tests confirm empty `/usage` placeholder and `200 OK` on key creation.
internal/api/v1/assets.go	internal	internal/api/v1	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/v1/assets_f2.go	internal	internal/api/v1	done	EV-0026,EV-0027	XREF-0019,XREF-0020	F2 overlay path reviewed: best-effort handler exists, but live API binary omits `Supply` wiring and handler cannot synthesize `no_metadata`.
internal/api/v1/assets_f2_internal_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/assets_f2_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/assets_sep1_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/assets_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/auth_sep10.go	internal	internal/api/v1	done	EV-0004	XREF-0002	Concrete SEP-10 challenge/token handlers reviewed.
internal/api/v1/auth_sep10_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/clientaborted_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/closed_bucket_internal_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/doc.go	internal	internal/api/v1	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/v1/envelope.go	internal	internal/api/v1	done	EV-0015	XREF-0011	Shared envelope writer always emits `200 OK`; relevant to account-key contract mismatch.
internal/api/v1/handler_middleware_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/helpers_internal_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/history.go	internal	internal/api/v1	done	EV-0023	XREF-0017	Raw trade history and since-inception bucketed history are distinct live surfaces with different query shapes.
internal/api/v1/history_cursor_errors_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/history_cursor_internal_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/history_test.go	internal	internal/api/v1	done	EV-0023	XREF-0017	Tests lock in the since-inception `asset`+`granularity` path and fixed `price_type=vwap`.
internal/api/v1/markets.go	internal	internal/api/v1	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/v1/markets_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/middleware/auth.go	internal	internal/api/v1	done	EV-0012	XREF-0008	Anonymous identity and XFF trust behavior reviewed.
internal/api/v1/middleware/auth_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/middleware/cachecontrol.go	internal	internal/api/v1	done	EV-0018,EV-0020	XREF-0014	Cache-control middleware reviewed during docs-truth pass; no ETag/Last-Modified implementation present.
internal/api/v1/middleware/cachecontrol_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/middleware/chain.go	internal	internal/api/v1	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/v1/middleware/context.go	internal	internal/api/v1	done	EV-0012	XREF-0008	Remote IP context propagation reviewed.
internal/api/v1/middleware/cors.go	internal	internal/api/v1	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/v1/middleware/cors_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/middleware/doc.go	internal	internal/api/v1	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/v1/middleware/flush_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/middleware/logger.go	internal	internal/api/v1	done	EV-0012	XREF-0008	Remote IP resolution and log trust boundary reviewed.
internal/api/v1/middleware/middleware_test.go	internal	internal/api/v1	done	EV-0012	XREF-0008	Tests confirm XFF first-hop precedence; no trust-gate coverage.
internal/api/v1/middleware/ratelimit.go	internal	internal/api/v1	done	EV-0011,EV-0012	XREF-0007,XREF-0008	Default keying and fail-open behavior reviewed.
internal/api/v1/middleware/ratelimit_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/middleware/recoverer.go	internal	internal/api/v1	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/v1/middleware/request_id.go	internal	internal/api/v1	done	EV-0018,EV-0020	XREF-0014	Request-ID middleware reviewed; implementation mints 32-char hex IDs rather than documented UUIDv7.
internal/api/v1/middleware/security_headers.go	internal	internal/api/v1	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/v1/observations.go	internal	internal/api/v1	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/v1/observations_stream.go	internal	internal/api/v1	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
internal/api/v1/observations_stream_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/observations_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/ohlc.go	internal	internal/api/v1	done	EV-0023	XREF-0017	Live OHLC handler is a single-bar raw-scan path over `base`/`quote` and `from`/`to`, not `timeframe`+`granularity`.
internal/api/v1/ohlc_test.go	internal	internal/api/v1	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/api/v1/oracle.go	internal	internal/api/v1	done	EV-0039		API/runtime package covered by handler and full-suite verification; contract findings logged separately.
