path	top_level	audit_unit	status	evidence_refs	cross_refs	notes
docs/adr/0004-tier1-validator-aspiration.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0005-monorepo.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0006-timescaledb-for-price-time-series.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0007-redis-cache-schema.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0008-ha-topology.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0009-latency-budget.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0010-off-chain-fiat-representation.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0011-supply-algorithm.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0013-go-stellar-sdk-xdr-for-scval.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0014-crypto-ticker-representation.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0015-last-closed-bucket-rate-serving.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0016-per-region-storage-strategy.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0017-archive-completeness-invariants.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0018-api-consistency-surfaces.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0019-anomaly-response-and-confidence-scoring.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0020-chart-api-contract.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0021-account-entry-observer.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0022-classic-supply-observers.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0023-sep41-supply-observer.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/0024-redis-ha-via-sentinel.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/README.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/adr/_template.md	docs	docs/adr	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/aggregation-plan.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/chaos-suite-design-note.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/contract-schema-evolution.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/coverage-matrix.md	docs	docs/architecture	done	EV-0007,EV-0008		reconciled against current runtime and proposal/RFP deltas
docs/architecture/ecosystem-review-2026-04-23.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/ha-plan.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/haproxy-ansible-role-design-note.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/infrastructure/archival-node-spec.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/infrastructure/existing-k8s-assessment.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/infrastructure/hosting-options.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/infrastructure/multi-region-topology.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/infrastructure/validator-rollout.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/ingest-pipeline.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/k6-load-tests-design-note.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/launch-readiness-backlog.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/loki-ansible-role-design-note.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/oracle-manipulation-defense.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/patroni-ansible-role-design-note.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/prometheus-ansible-role-design-note.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/redis-sentinel-ansible-role-design-note.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/repo-hygiene-plan.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/semver-policy.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/status-page-hosting-comparison.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/architecture/supply-pipeline.md	docs	docs/architecture	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/audit-2026-04-29/00-plan.md	docs	docs/audit-2026-04-29	excluded	EX-0501		prior audit artifact; used only as comparison input
docs/audit-2026-04-29/01-tracker.md	docs	docs/audit-2026-04-29	excluded	EX-0501		prior audit artifact; used only as comparison input
docs/audit-2026-04-29/02-protocol.md	docs	docs/audit-2026-04-29	excluded	EX-0501		prior audit artifact; used only as comparison input
docs/audit-2026-04-29/03-journeys.md	docs	docs/audit-2026-04-29	excluded	EX-0501		prior audit artifact; used only as comparison input
docs/audit-2026-04-29/04-reconciliation.md	docs	docs/audit-2026-04-29	excluded	EX-0501		prior audit artifact; used only as comparison input
docs/audit-2026-04-29/05-findings-register.md	docs	docs/audit-2026-04-29	excluded	EX-0501		prior audit artifact; used only as comparison input
docs/audit-2026-04-29/06-exclusions-register.md	docs	docs/audit-2026-04-29	excluded	EX-0501		prior audit artifact; used only as comparison input
docs/audit-2026-04-29/07-remediation-plan.md	docs	docs/audit-2026-04-29	excluded	EX-0501		prior audit artifact; used only as comparison input
docs/audit-2026-04-29/README.md	docs	docs/audit-2026-04-29	excluded	EX-0501		prior audit artifact; used only as comparison input
docs/audit-2026-04-29/evidence/README.md	docs	docs/audit-2026-04-29	excluded	EX-0501		prior audit artifact; used only as comparison input
docs/audit-2026-04-29/evidence/cross-file-interactions.md	docs	docs/audit-2026-04-29	excluded	EX-0501		prior audit artifact; used only as comparison input
docs/audit-2026-04-29/evidence/log.md	docs	docs/audit-2026-04-29	excluded	EX-0501		prior audit artifact; used only as comparison input
docs/audit-2026-04-29/evidence/tree-observations.md	docs	docs/audit-2026-04-29	excluded	EX-0501		prior audit artifact; used only as comparison input
docs/audit-2026-04-29/inventory/README.md	docs	docs/audit-2026-04-29	excluded	EX-0501		prior audit artifact; used only as comparison input
docs/audit-2026-04-29/inventory/area-counts.md	docs	docs/audit-2026-04-29	excluded	EX-0501		prior audit artifact; used only as comparison input
docs/audit-2026-04-29/inventory/file-coverage.tsv	docs	docs/audit-2026-04-29	excluded	EX-0501		prior audit artifact; used only as comparison input
docs/audit-2026-04-29/inventory/generate.sh	docs	docs/audit-2026-04-29	excluded	EX-0501		prior audit artifact; used only as comparison input
docs/audit-2026-04-29/inventory/repo-snapshot.md	docs	docs/audit-2026-04-29	excluded	EX-0501		prior audit artifact; used only as comparison input
docs/ctx-proposal.md	docs	docs/ctx-proposal.md	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/discovery/README.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/VERSIONS.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/adversarial-audit.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/data-sources/archival-nodes.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/data-sources/composable-data-platform.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/data-sources/galexie.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/data-sources/sep1-home-domain.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/data-sources/stellar-archivist.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/data-sources/stellar-data-lakes.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/data-sources/stellar-etl.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/data-sources/stellar-ledger-data-indexer.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/data-sources/supply-data.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/data-sources/withobsrvr-cdp-pipeline-workflow.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/data-sources/withobsrvr-flowctl.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/data-sources/withobsrvr-nebu.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/data-sources/withobsrvr-overview.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/data-sources/withobsrvr-stellar-extract.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/decisions.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/delivery-plan.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/dexes-amms/aquarius.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/dexes-amms/blend.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/dexes-amms/comet.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/dexes-amms/phoenix.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/dexes-amms/residual-defi-protocols.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/dexes-amms/sdex.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/dexes-amms/soroswap.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/engineering-standards.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/existing-ctx-rates.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/external-refs/cex-feeds.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/external-refs/coingecko.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/external-refs/coinmarketcap.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/external-refs/fx-feeds.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/infrastructure/README.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/notes/cap-67-unified-events.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/notes/getevents-v2-proposal.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/notes/link-log.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/notes/sep-41-token-events.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/notes/seps-reference.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/oracles/band.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/oracles/chainlink.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/oracles/dia.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/oracles/redstone.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/oracles/reflector.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/phase1-closure.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/proposal-corrections.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/protocol-versions.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/repo-structure-plan.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/discovery/rfp-requirements-matrix.md	docs	docs/discovery	done	EV-0001,EV-0009		archive corpus reconciled against code; not trusted as fact
docs/freighter-rfp.md	docs	docs/freighter-rfp.md	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/getting-started.md	docs	docs/getting-started.md	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/alerts-catalog.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/archival-node-bringup.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/archive-completeness.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/drills/README.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/drills/_template.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/drills/scenarios/sev1-timescale-primary-failover.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/drills/scenarios/sev2-source-decoder-regression.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/galexie-backfill.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/hubble-event-counts.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/public-flip.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/r1-deployment-state.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/release-process.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/_template.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/aggregator-class-drop-spike.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/aggregator-fx-snap-fallback-dominant.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/aggregator-outlier-storm.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/aggregator-silent.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/alertmanager-bad-config.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/all-ingestion-down.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/anomaly-freeze-engaged.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/api-5xx.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/api-down.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/api-latency.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/archive-completeness-stale.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/archive-divergence.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/archive-files-missing.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/archive-publish.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/archive-repair-source-degraded.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/backup-failed.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/bootstrap-archival-node.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/cagg-stale.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/compression-lag.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/core-lag.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/core-peers.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/cursor-stuck.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/db-disk-full.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/deadmansswitch.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/decode-errors.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/discovery-drops.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/divergence-refresh-error-dominant.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/first-archival-node-deployment.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/host-cpu-high.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/host-down.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/host-memory-high.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/ingestion-lag.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/insert-errors.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/nvme-smart.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/nvme-thermal.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/oracle-stale.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/orphan-events.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/pg-conns-saturated.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/price-divergence.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/price-stale.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/redis-master-down.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/redis-memory.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/redis-replication.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/replica-lag.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/rpc-lag.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/scrape-failing.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/sla-probe-freshness-breach.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/sla-probe-p95-breach.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/sla-probe-stale.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/sla-probe-unit-failed.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/source-stopped.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/supply-cross-check-divergence.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/supply-refresh-error-dominant.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/supply-refresh-stalled.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/supply-snapshot-circulating-zero.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/supply-snapshot-stale.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/supply-snapshot-unit-failed.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/timescale-primary-down.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/verify-archive-run-stale.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/verify-archive-unit-failed.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/runbooks/zfs-degraded.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/sep1-resolution.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/sev-playbook.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/sla-probe.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/sla-proof-template.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/supply-snapshot.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/README.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/aquarius.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/band.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/blend.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/comet.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/decoder-wasm-matrix.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/evidence/blend/phase2-2026-05-02/README.md	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/evidence/blend/phase2-2026-05-02/wasm-history-blend.json	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/evidence/blend/pool-a41fc53d6753b6c0.interface.txt	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/evidence/blend/pool-a41fc53d6753b6c0.wasm	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/analyze.py	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/blend-current-state.json	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/build-final.py	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/classification.json	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/current-instance-state.json	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm.py	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/0293730a1d9bdb23ad2b2d7f6d7ff86dc5fbe620efb29187f8210dc1d5b90bef.json	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/13b158655e40396957537bf1c528c6542b315930c1c9e0df640f57293c8af2ca.json	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/14ed2bb1a025c22bcc730ffc9da3f5aa9f7c653f4be402812c32f249e20dee01.json	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/167ab414a226427de34c19947ef9c5cf38c6c0ed91ecf9392f7cef3278ff506c.json	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/18051456816b66f12e773a56f77c5794fac1b1fb7ab6e22d4fad5a412770f73e.json	docs	docs/operations	done	EV-0004,EV-0009		reviewed in 2026-05-02 cold audit
