file_path	file_kind	workstream	status	evidence_refs	notes
docs/audit-2026-05-02/inventory/repo-snapshot.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/00-plan.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/01-tracker.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/02-protocol.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/03-journeys.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/04-reconciliation.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/05-findings-register.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/06-exclusions-register.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/07-remediation-plan.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/08-competitive-parity-matrix.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/09-stellar-depth-matrix.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/10-adversarial-attack-tree.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/11-r1-live-probe-protocol.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/12-claude-plan-delta.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/README.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/evidence/README.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/evidence/commands.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/evidence/cross-file-interactions.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/evidence/log.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/evidence/r1-runtime.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/inventory/README.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/inventory/area-counts.md	documentation	W16	todo		
docs/audit-2026-05-12-codex/inventory/file-coverage.tsv	documentation	W16	todo		
docs/audit-2026-05-12-codex/inventory/generate.sh	documentation	W16	todo		
docs/audit-2026-05-12-codex/inventory/repo-snapshot.md	documentation	W16	todo		
docs/audit-2026-05-12/00-plan.md	documentation	W16	todo		
docs/audit-2026-05-12/01-tracker.md	documentation	W16	todo		
docs/audit-2026-05-12/02-protocol.md	documentation	W16	todo		
docs/audit-2026-05-12/03-journeys.md	documentation	W16	todo		
docs/audit-2026-05-12/04-reconciliation.md	documentation	W16	todo		
docs/audit-2026-05-12/05-findings-register.md	documentation	W16	todo		
docs/audit-2026-05-12/06-exclusions-register.md	documentation	W16	todo		
docs/audit-2026-05-12/07-remediation-plan.md	documentation	W16	todo		
docs/audit-2026-05-12/08-cgcmc-parity-matrix.md	documentation	W16	todo		
docs/audit-2026-05-12/09-stellar-coverage-matrix.md	documentation	W16	todo		
docs/audit-2026-05-12/10-attack-tree.md	documentation	W16	todo		
docs/audit-2026-05-12/11-severity-rubric.md	documentation	W16	todo		
docs/audit-2026-05-12/12-r1-live-probe-protocol.md	documentation	W16	todo		
docs/audit-2026-05-12/CLOSURE-SUMMARY.md	documentation	W16	todo		
docs/audit-2026-05-12/README.md	documentation	W16	todo		
docs/audit-2026-05-12/evidence/README.md	documentation	W16	todo		
docs/audit-2026-05-12/evidence/commands.md	documentation	W16	todo		
docs/audit-2026-05-12/evidence/cross-file-interactions.md	documentation	W16	todo		
docs/audit-2026-05-12/evidence/journeys/README.md	documentation	W16	todo		
docs/audit-2026-05-12/evidence/log.md	documentation	W16	todo		
docs/audit-2026-05-12/evidence/r1-probes/_template.md	documentation	W16	todo		
docs/audit-2026-05-12/evidence/r1-probes/r1-baseline-2026-05-12.md	documentation	W16	todo		
docs/audit-2026-05-12/evidence/tree-observations.md	documentation	W16	todo		
docs/audit-2026-05-12/evidence/workstreams/README.md	documentation	W16	todo		
docs/audit-2026-05-12/inventory/README.md	documentation	W16	todo		
docs/audit-2026-05-12/inventory/adr-inventory.md	documentation	W16	todo		
docs/audit-2026-05-12/inventory/alert-rule-inventory.md	documentation	W16	todo		
docs/audit-2026-05-12/inventory/api-route-inventory.md	documentation	W16	todo		
docs/audit-2026-05-12/inventory/area-counts.md	documentation	W16	todo		
docs/audit-2026-05-12/inventory/dependency-inventory.md	documentation	W16	todo		
docs/audit-2026-05-12/inventory/docker-systemd-inventory.md	documentation	W16	todo		
docs/audit-2026-05-12/inventory/external-source-inventory.md	documentation	W16	todo		
docs/audit-2026-05-12/inventory/file-coverage.tsv	documentation	W16	todo		
docs/audit-2026-05-12/inventory/generate.sh	documentation	W16	todo		
docs/audit-2026-05-12/inventory/metric-name-inventory.md	documentation	W16	todo		
docs/audit-2026-05-12/inventory/migration-inventory.md	documentation	W16	todo		
docs/audit-2026-05-12/inventory/repo-snapshot.md	documentation	W16	todo		
docs/audit-2026-05-12/inventory/runbook-inventory.md	documentation	W16	todo		
docs/audit-2026-05-12/inventory/source-decoder-inventory.md	documentation	W16	todo		
docs/audit-2026-05-12/inventory/webfrontend-inventory.md	documentation	W16	todo		
docs/audit-2026-05-12/inventory/workflow-inventory.md	documentation	W16	todo		
docs/audit-2026-05-12/journeys-traces/J01-J66-bulk-traces.md	documentation	W16	todo		
docs/audit-2026-05-12/journeys-traces/_template.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/README.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W01-snapshot-governance-hygiene.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W02-architecture-adrs.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W03-build-ci-release.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W04-dependency-provenance.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W05-canonical-numeric-serialization.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W06-ingest-transport.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W07-onchain-source-decoders.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W08-external-source-fleet.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W09-storage-schema-cache-migrations.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W10-aggregation-divergence-anomaly.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W11-api-runtime-streaming-auth.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W12-supply-metadata-asset-detail.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W13-operator-tooling-archive.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W14-observability-metrics-alerts.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W15-tests-and-ci-reality.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W16-documentation-truth.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W17-web-frontends-explorer-dashboard-status.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W18-deployment-infrastructure.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W19-security-secrets-billing.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W20-cgcmc-parity-execution.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W21-r1-live-state-execution.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W22-launch-readiness-public-flip.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W23-multi-region-determinism.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W24-contract-schema-evolution-wasm-history.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W25-generated-artifacts-and-drift.md	documentation	W16	todo		
docs/audit-2026-05-12/workstreams/W26-cross-file-interactions.md	documentation	W16	todo		
docs/blog/2026-05-07-shipping-the-ia-restructure.md	documentation	W16	todo		
docs/blog/README.md	documentation	W16	todo		
docs/ctx-proposal.md	documentation	W16	todo		
docs/discovery/README.md	documentation	W16	todo		
docs/discovery/VERSIONS.md	documentation	W16	todo		
docs/discovery/adversarial-audit.md	documentation	W16	todo		
docs/discovery/data-sources/archival-nodes.md	documentation	W16	todo		
docs/discovery/data-sources/composable-data-platform.md	documentation	W16	todo		
docs/discovery/data-sources/galexie.md	documentation	W16	todo		
docs/discovery/data-sources/sep1-home-domain.md	documentation	W16	todo		
docs/discovery/data-sources/stellar-archivist.md	documentation	W16	todo		
docs/discovery/data-sources/stellar-data-lakes.md	documentation	W16	todo		
docs/discovery/data-sources/stellar-etl.md	documentation	W16	todo		
docs/discovery/data-sources/stellar-ledger-data-indexer.md	documentation	W16	todo		
docs/discovery/data-sources/supply-data.md	documentation	W16	todo		
docs/discovery/data-sources/withobsrvr-cdp-pipeline-workflow.md	documentation	W16	todo		
docs/discovery/data-sources/withobsrvr-flowctl.md	documentation	W16	todo		
docs/discovery/data-sources/withobsrvr-nebu.md	documentation	W16	todo		
docs/discovery/data-sources/withobsrvr-overview.md	documentation	W16	todo		
docs/discovery/data-sources/withobsrvr-stellar-extract.md	documentation	W16	todo		
docs/discovery/decisions.md	documentation	W16	todo		
docs/discovery/delivery-plan.md	documentation	W16	todo		
docs/discovery/dexes-amms/aquarius.md	documentation	W16	todo		
docs/discovery/dexes-amms/blend.md	documentation	W16	todo		
docs/discovery/dexes-amms/comet.md	documentation	W16	todo		
docs/discovery/dexes-amms/phoenix.md	documentation	W16	todo		
docs/discovery/dexes-amms/residual-defi-protocols.md	documentation	W16	todo		
docs/discovery/dexes-amms/sdex.md	documentation	W16	todo		
docs/discovery/dexes-amms/soroswap.md	documentation	W16	todo		
docs/discovery/engineering-standards.md	documentation	W16	todo		
docs/discovery/existing-ctx-rates.md	documentation	W16	todo		
docs/discovery/external-refs/cex-feeds.md	documentation	W16	todo		
docs/discovery/external-refs/coingecko.md	documentation	W16	todo		
docs/discovery/external-refs/coinmarketcap.md	documentation	W16	todo		
docs/discovery/external-refs/fx-feeds.md	documentation	W16	todo		
docs/discovery/infrastructure/README.md	documentation	W16	todo		
docs/discovery/notes/cap-67-unified-events.md	documentation	W16	todo		
docs/discovery/notes/getevents-v2-proposal.md	documentation	W16	todo		
docs/discovery/notes/link-log.md	documentation	W16	todo		
docs/discovery/notes/sep-41-token-events.md	documentation	W16	todo		
docs/discovery/notes/seps-reference.md	documentation	W16	todo		
docs/discovery/oracles/band.md	documentation	W16	todo		
docs/discovery/oracles/chainlink.md	documentation	W16	todo		
docs/discovery/oracles/dia.md	documentation	W16	todo		
docs/discovery/oracles/redstone.md	documentation	W16	todo		
docs/discovery/oracles/reflector.md	documentation	W16	todo		
docs/discovery/phase1-closure.md	documentation	W16	todo		
docs/discovery/proposal-corrections.md	documentation	W16	todo		
docs/discovery/protocol-versions.md	documentation	W16	todo		
docs/discovery/repo-structure-plan.md	documentation	W16	todo		
docs/discovery/rfp-requirements-matrix.md	documentation	W16	todo		
docs/freighter-rfp.md	documentation	W16	todo		
docs/getting-started.md	documentation	W16	todo		
docs/launch-task-list.md	documentation	W16	todo		
docs/operations/alerts-catalog.md	documentation	W13	todo		
docs/operations/archival-node-bringup.md	documentation	W13	todo		
docs/operations/archive-completeness.md	documentation	W13	todo		
docs/operations/backfill-procedure.md	documentation	W13	todo		
docs/operations/cagg-broad-recompute.md	documentation	W13	todo		
docs/operations/cdn-setup.md	documentation	W13	todo		
docs/operations/cf-pages-setup.md	documentation	W13	todo		
docs/operations/chaos-wave1-runbook.md	documentation	W13	todo		
docs/operations/customer-demo-script.md	documentation	W13	todo		
docs/operations/deploy-workflow.md	documentation	W13	todo		
docs/operations/drills/2026-04-sev1-timescale-failover.md	documentation	W13	todo		
docs/operations/drills/2026-04-sev2-soroswap-decode-regression.md	documentation	W13	todo		
docs/operations/drills/README.md	documentation	W13	todo		
docs/operations/drills/_template.md	documentation	W13	todo		
docs/operations/drills/scenarios/sev1-anomaly-freeze-stuck.md	documentation	W13	todo		
docs/operations/drills/scenarios/sev1-timescale-primary-failover.md	documentation	W13	todo		
docs/operations/drills/scenarios/sev2-redis-sentinel-failover.md	documentation	W13	todo		
docs/operations/drills/scenarios/sev2-source-decoder-regression.md	documentation	W13	todo		
docs/operations/explorer-deployment.md	documentation	W13	todo		
docs/operations/galexie-backfill.md	documentation	W13	todo		
docs/operations/github-actions-sha-pinning.md	documentation	W13	todo		
docs/operations/hubble-event-counts.md	documentation	W13	todo		
docs/operations/incidents/README.md	documentation	W13	todo		
docs/operations/launch-day-checklist.md	documentation	W13	todo		
docs/operations/lcm-cache-tiering.md	documentation	W13	todo		
docs/operations/multi-region-cutover.md	documentation	W13	todo		
docs/operations/perf-todo.md	documentation	W13	todo		
docs/operations/post-launch-queries.md	documentation	W13	todo		
docs/operations/postmortems/_template.md	documentation	W13	todo		
docs/operations/pre-launch-hardening.md	documentation	W13	todo		
docs/operations/public-flip.md	documentation	W13	todo		
docs/operations/r1-ansible-drift-2026-05-22.md	documentation	W13	todo		
docs/operations/r1-deployment-state.md	documentation	W13	todo		
docs/operations/r2-deployment-state.md	documentation	W13	todo		
docs/operations/r3-deployment-state.md	documentation	W13	todo		
docs/operations/release-process.md	documentation	W13	todo		
docs/operations/rollback.md	documentation	W13	todo		
docs/operations/runbooks/_template.md	documentation	W14	todo		
docs/operations/runbooks/aggregator-class-drop-spike.md	documentation	W14	todo		
docs/operations/runbooks/aggregator-fx-snap-fallback-dominant.md	documentation	W14	todo		
docs/operations/runbooks/aggregator-outlier-storm.md	documentation	W14	todo		
docs/operations/runbooks/aggregator-silent.md	documentation	W14	todo		
docs/operations/runbooks/aggregator-supply-refresh-never-initialized.md	documentation	W14	todo		
docs/operations/runbooks/alertmanager-bad-config.md	documentation	W14	todo		
docs/operations/runbooks/all-ingestion-down.md	documentation	W14	todo		
docs/operations/runbooks/anomaly-freeze-engaged.md	documentation	W14	todo		
docs/operations/runbooks/anomaly-freeze-sustained.md	documentation	W14	todo		
docs/operations/runbooks/api-5xx.md	documentation	W14	todo		
docs/operations/runbooks/api-down.md	documentation	W14	todo		
docs/operations/runbooks/api-latency.md	documentation	W14	todo		
docs/operations/runbooks/archive-completeness-stale.md	documentation	W14	todo		
docs/operations/runbooks/archive-divergence.md	documentation	W14	todo		
docs/operations/runbooks/archive-files-missing.md	documentation	W14	todo		
docs/operations/runbooks/archive-publish.md	documentation	W14	todo		
docs/operations/runbooks/archive-repair-source-degraded.md	documentation	W14	todo		
docs/operations/runbooks/backup-failed.md	documentation	W14	todo		
docs/operations/runbooks/bootstrap-archival-node.md	documentation	W14	todo		
docs/operations/runbooks/cache-miss-rate-high.md	documentation	W14	todo		
docs/operations/runbooks/cagg-stale.md	documentation	W14	todo		
docs/operations/runbooks/compression-lag.md	documentation	W14	todo		
docs/operations/runbooks/core-lag.md	documentation	W14	todo		
docs/operations/runbooks/core-peers.md	documentation	W14	todo		
docs/operations/runbooks/cursor-stuck.md	documentation	W14	todo		
docs/operations/runbooks/customer-webhook-delivery-failing.md	documentation	W14	todo		
docs/operations/runbooks/db-disk-full.md	documentation	W14	todo		
docs/operations/runbooks/deadmansswitch.md	documentation	W14	todo		
docs/operations/runbooks/decode-errors.md	documentation	W14	todo		
docs/operations/runbooks/discovery-drops.md	documentation	W14	todo		
docs/operations/runbooks/divergence-refresh-error-dominant.md	documentation	W14	todo		
docs/operations/runbooks/dr-activation.md	documentation	W14	todo		
docs/operations/runbooks/external-poller-error-rate-high.md	documentation	W14	todo		
docs/operations/runbooks/external-poller-stale.md	documentation	W14	todo		
docs/operations/runbooks/first-archival-node-deployment.md	documentation	W14	todo		
docs/operations/runbooks/freeze-recovery-stalled.md	documentation	W14	todo		
docs/operations/runbooks/fx-history-missing.md	documentation	W14	todo		
docs/operations/runbooks/galexie-archive-tip-lag.md	documentation	W14	todo		
docs/operations/runbooks/host-cpu-high.md	documentation	W14	todo		
docs/operations/runbooks/host-down.md	documentation	W14	todo		
docs/operations/runbooks/host-memory-high.md	documentation	W14	todo		
docs/operations/runbooks/ingestion-lag.md	documentation	W14	todo		
docs/operations/runbooks/insert-errors.md	documentation	W14	todo		
docs/operations/runbooks/ledgerstream-tier-both-missing.md	documentation	W14	todo		
docs/operations/runbooks/node-root-disk-full.md	documentation	W14	todo		
docs/operations/runbooks/node-root-disk-warning.md	documentation	W14	todo		
docs/operations/runbooks/nvme-smart.md	documentation	W14	todo		
docs/operations/runbooks/nvme-thermal.md	documentation	W14	todo		
docs/operations/runbooks/operator-unblock-2026-05-08.md	documentation	W14	todo		
docs/operations/runbooks/oracle-stale.md	documentation	W14	todo		
docs/operations/runbooks/orphan-events.md	documentation	W14	todo		
docs/operations/runbooks/pg-conns-saturated.md	documentation	W14	todo		
docs/operations/runbooks/price-divergence.md	documentation	W14	todo		
docs/operations/runbooks/price-stale.md	documentation	W14	todo		
docs/operations/runbooks/prometheus-tsdb-corruption.md	documentation	W14	todo		
docs/operations/runbooks/redis-master-down.md	documentation	W14	todo		
docs/operations/runbooks/redis-memory.md	documentation	W14	todo		
docs/operations/runbooks/redis-replication.md	documentation	W14	todo		
docs/operations/runbooks/redis-write-blocked-disk-full.md	documentation	W14	todo		
docs/operations/runbooks/replica-lag.md	documentation	W14	todo		
docs/operations/runbooks/rpc-lag.md	documentation	W14	todo		
docs/operations/runbooks/scrape-failing.md	documentation	W14	todo		
docs/operations/runbooks/sev-status-page-update.md	documentation	W14	todo		
docs/operations/runbooks/sla-probe-freshness-breach.md	documentation	W14	todo		
docs/operations/runbooks/sla-probe-p95-breach.md	documentation	W14	todo		
docs/operations/runbooks/sla-probe-stale.md	documentation	W14	todo		
docs/operations/runbooks/sla-probe-unit-failed.md	documentation	W14	todo		
docs/operations/runbooks/slo-availability-burn-fast.md	documentation	W14	todo		
docs/operations/runbooks/slo-availability-burn-medium.md	documentation	W14	todo		
docs/operations/runbooks/slo-availability-burn-slow.md	documentation	W14	todo		
docs/operations/runbooks/slo-latency-burn-fast.md	documentation	W14	todo		
docs/operations/runbooks/slo-latency-burn-medium.md	documentation	W14	todo		
docs/operations/runbooks/slo-latency-burn-slow.md	documentation	W14	todo		
docs/operations/runbooks/source-stopped.md	documentation	W14	todo		
docs/operations/runbooks/stripe-platform-sync-errors.md	documentation	W14	todo		
docs/operations/runbooks/supply-cross-check-divergence.md	documentation	W14	todo		
docs/operations/runbooks/supply-refresh-error-dominant.md	documentation	W14	todo		
docs/operations/runbooks/supply-refresh-stalled.md	documentation	W14	todo		
docs/operations/runbooks/supply-snapshot-circulating-zero.md	documentation	W14	todo		
docs/operations/runbooks/supply-snapshot-never-initialized.md	documentation	W14	todo		
docs/operations/runbooks/supply-snapshot-stale.md	documentation	W14	todo		
docs/operations/runbooks/supply-snapshot-unit-failed.md	documentation	W14	todo		
docs/operations/runbooks/timescale-primary-down.md	documentation	W14	todo		
docs/operations/runbooks/verify-archive-run-stale.md	documentation	W14	todo		
docs/operations/runbooks/verify-archive-unit-failed.md	documentation	W14	todo		
docs/operations/runbooks/zfs-degraded.md	documentation	W14	todo		
docs/operations/sac-wrappers-and-usd-volume.md	documentation	W13	todo		
docs/operations/sep1-resolution.md	documentation	W13	todo		
docs/operations/sev-playbook.md	documentation	W13	todo		
docs/operations/sla-probe.md	documentation	W13	todo		
docs/operations/sla-proof-procedure.md	documentation	W13	todo		
docs/operations/sla-proof-template.md	documentation	W13	todo		
docs/operations/status-page-setup.md	documentation	W13	todo		
docs/operations/supply-snapshot.md	documentation	W13	todo		
docs/operations/wasm-audits/README.md	documentation	W24	todo		
docs/operations/wasm-audits/aquarius.md	documentation	W24	todo		
docs/operations/wasm-audits/band.md	documentation	W24	todo		
docs/operations/wasm-audits/blend.md	documentation	W24	todo		
docs/operations/wasm-audits/cctp.md	documentation	W24	todo		
docs/operations/wasm-audits/comet.md	documentation	W24	todo		
docs/operations/wasm-audits/decoder-wasm-matrix.md	documentation	W24	todo		
docs/operations/wasm-audits/defindex.md	documentation	W24	todo		
docs/operations/wasm-audits/evidence/blend/phase2-2026-05-02/README.md	documentation	W24	todo		
docs/operations/wasm-audits/evidence/blend/phase2-2026-05-02/wasm-history-blend.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/blend/pool-a41fc53d6753b6c0.interface.txt	documentation	W24	todo		
docs/operations/wasm-audits/evidence/blend/pool-a41fc53d6753b6c0.wasm	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/analyze.py	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/blend-current-state.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/build-final.py	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/classification.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/current-instance-state.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm.py	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/0293730a1d9bdb23ad2b2d7f6d7ff86dc5fbe620efb29187f8210dc1d5b90bef.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/13b158655e40396957537bf1c528c6542b315930c1c9e0df640f57293c8af2ca.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/14ed2bb1a025c22bcc730ffc9da3f5aa9f7c653f4be402812c32f249e20dee01.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/167ab414a226427de34c19947ef9c5cf38c6c0ed91ecf9392f7cef3278ff506c.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/18051456816b66f12e773a56f77c5794fac1b1fb7ab6e22d4fad5a412770f73e.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/18336805466bbd05bc388610d36de73994f5b9061bb199c02418a073fcf4b281.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/18e40185bbebefa02e358353699302c1c0266a5b3d048981b241eec8d22ffd76.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/2491b9b663f647bdb5ff358c3bbe6ddd4e9a43bfbe8edebccd26ca71ad2e84b8.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/24f1456544ebc25a598792c4f64113711ff78ad6d9bda95e057ed2ade7c23800.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/26c495019afb7448f690a82d6e66d8fab1ad3fd3e7b4aec7d554209966c9d19d.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/27635b9a4439ac911b2a9b431627ad2e2545faded01da27e405003050ec91887.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/29eb1047312dc244e06128910bf60aa71e4104083c5bf41af006177b65216ca0.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/2bbb91c58cb8432fd40446e80188a25e7c07dc2edc853e885d65cafbbbf19581.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/2c2b3c9756f372092f9120393b41b1b6a5aa5546de169d1100daf370e1c880d8.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/2d770946d5429b0988fd33904cf19b5498823f668cb69a0a5028e988023d2040.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/2e6f1daed872881ac52bf637328076cd81a3b5a70e46524453a354309c7a3786.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/31328050548831f63d2b72e37bcfd0bb7371b7907135755dbe09ed434d755ca9.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/4a64c8c8502df326f4ce06d98998dc7d8a61575a11d6c0fbd4c60d10dfe28ffa.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/4c3db3ebd2d6a2ab23de1f622eaabb39501539b4611b68622ec4e47f76c4ba07.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/4f080d249700b9a30ca2e1bb828ecb29e47357cd36b122c7744593cef30b7a08.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/5db738b05d9148128a240b0e2c1cb935c2805192bf98a579421aacda364c8dae.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/5e93d22c9e19b254dae5474aebbb65a39f2f53b3b1d4371c58281987e1e29945.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/60332ba12801eda65874e9afdbfdf8d114f56011fe7d1f902103cd7767c547d4.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/64ef0bc6962f06546c0e00a11877c869d78c08043f79d50ee2c09cb1b837c477.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/6cdb9a3cdeec01a113c50e311218eeb0991aff8f7b379f556badca2b49b1eb01.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/721badb85470a81d9d0a1c72dd0debb37f5f268419d4b94d125e546cc32d350e.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/77bdc0a993960faa2b0dac7b43a5160d6ed745ee787573c2f0ad8d00d4806366.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/7cecf23b7c8cd6f7768d272f89fd59bf71a8eff0eed07f251c5f47d9570ed435.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/7e834fa193deacd7fdd28104a58c8a2684b6b6a4e8d2485d37195569d8810888.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/8875f0c770fb26d3053648856732a649936aed5db246845fa209f9032001b208.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/8abc28913035c07411ed5d134e6bfeab4723d97ddd4d1a22a0605d35c94d1a36.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/8cf10d1439a9ed1f8d27606cadcdae7555851c40ef0e6e4bb1ffe2f8ebcd7658.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/916315045be9861c47b22a8b2502ea266e75659d54fdbd0303ba1b9091c9632f.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/96c6a73863de6e331d8103898f421bb7af719b87bbd4ac14d5a16f6b2662546b.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/9f10e0527cd180e53ab3da55484eca00c004333309fbff81b5ba8a52d8909f26.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/a1629dcdf9192727296124ca4ef0f5cc5829086073b4cf5b4f42e27331b22ce0.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/a67ad7715ecb3e174a1afe731d9f534e616dac3d5b115781762ec531c2ce1d30.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/ac63334c62a48aa3ea5c2187e423ebe89bcf285848e25251aa839667323083c8.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/ae0da5a84b15805c5c7931ac567a8d1b34be3f26b483993d9ff80cb2c3de9852.json	documentation	W24	todo		
docs/operations/wasm-audits/evidence/r1-walk-2026-05-01/disasm/b04880dfbe7630b17cec60403669123987fa0ef6b91e418b30fb68180ac4f93b.json	documentation	W24	todo		
